id,language,Input,Model Output,Expected,Error Type,Hallucination?,Root Cause Hypothesis,BLEU,BERTScore
py_7628,Python,"def templated(template=None):
    """"""Template decorator.

    Ref: http://flask.pocoo.org/docs/patterns/viewdecorators/
    """"""
    def decorator(f):
        @wraps(f)
        def decorated_function(*args, **kwargs):
            template_name = template
            if template_name is None:
                template_name = request.endpoint.replace('.', '/') + '.html'
            context = f(*args, **kwargs)
            if context is None:
                context = {}
            elif not isinstance(context, dict):
                return context
            return render_template(template_name, **context)
        return decorated_function
    return decorator","Template decorator.

Ref: http://flask.pocoo.org/docs/patterns/viewdecorators/","Template decorator.

    Ref: http://flask.pocoo.org/docs/patterns/viewdecorators/",No Error,False,"The documentation accurately represents the function of the code, with no unsupported claims or missing information.",1.0,0.971350908279419
cob_syn_9510,COBOL,"      * REFACTOR CANDIDATE BATCH_9510
      * SYSTEM GENERATED
       PROCESS NODLL,NODYNAM,TEST(NOSEP),NOCICS,NOSQL,PGMN(LU)
      *+---------------------------------------------------------------+
      *| Tlgicus0                                                      |
      *| PRODUCT: IBM DEVELOPER FOR Z/OS                               |
      *| COMPONENT: IBM Z/OS AUTOMATED UNIT TESTING FRAMEWORK (ZUNIT)  |
      *|   FOR ENTERPRISE COBOL AND PL/I                               |
      *| PROGRAM: ENTERPRISE COBOL ZUNIT TEST CASE FOR DYNAMIC RUNNER  |
      *| DATE GENERATED: 12/17/2020 15:23                              |
      *| ID: 4f15eed0-f15b-4f39-8561-7d6690a8882d                      |
      *+---------------------------------------------------------------+
      *+---------------------------------------------------------------+
      *| TEST_TEST3                                                    |
      *|     THIS PROGRAM IS FOR TEST TEST3                            |
      *+---------------------------------------------------------------+
       IDENTIFICATION DIVISION.
       PROGRAM-ID. 'TEST_TEST3'.
       DATA DIVISION.
       WORKING-STORAGE SECTION.
       01 PROGRAM-NAME   PIC X(8)  VALUE 'LGICUS01'.
       01 BZ-ASSERT.
         03 MESSAGE-LEN PIC S9(4) COMP-4 VALUE 24.
         03 MESSAGE-TXT PIC X(254) VALUE 'HELLO FROM TEST CALLBACK'.
       01  BZ-P1 PIC S9(9) COMP-4 VALUE 4.
       01  BZ-P2 PIC S9(9) COMP-4 VALUE 2001.
       01  BZ-P3 PIC X(3) VALUE 'AZU'.
       01 BZ-TRACE.
         03 TRACE-LEN       PIC S9(4) COMP-4 VALUE 5.
         03 TRACE-TXT       PIC X(254) VALUE 'TRACE'.
       01 BZUASSRT          PIC X(8) VALUE 'BZUASSRT'.
       01 BZUTRACE          PIC X(8) VALUE 'BZUTRACE'.
       01 AZ-TRACE-PTR      POINTER.
       01 ASSERT-ST.
         03 ASSERT-RC PIC 9(9) BINARY VALUE 4.
         03 ASSERT-TEXT PIC 9(4) BINARY VALUE 0.
       01 AZ-TEST-NAME-LEN       PIC S9(9) COMP-5.
       1 AZ-TEST-EXPECTED-DATA-VALUE.
          3 ZUT00000000.
            5 PIC X(6) DISPLAY VALUE '01I","This COBOL code defines a test program 'TEST_TEST3' for a dynamic runner in the IBM Z/OS Automated Unit Testing Framework (ZUnit). It includes working storage sections with variables for program name, assertion messages, parameters, tracing, test names, and expected data values. The program sets default values for these variables and initializes them for testing purposes.",Legacy COBOL logic requiring documentation.,Omission,True,The documentation does not note the program ID and there is no mention of the values that each variable is assigned.,0.005598996258250374,0.8526121377944946
py_3309,Python,"def pull_requested_reviewers(self, pr_number):
        """"""Get pull requested reviewers""""""

        requested_reviewers_url = urijoin(""pulls"", str(pr_number), ""requested_reviewers"")
        return self.fetch_items(requested_reviewers_url, {})",Get pull requested reviewers,Get pull requested reviewers,No Error,False,The documentation accurately describes the function of the code without any hallucinations or omissions.,1.0,1.0
py_12455,Python,"def end_tag(self, name: str) -> Node:
        """"""Extract the string between saved and current index.""""""
        self.tag_cache[name].set_end(self._stream.index)
        return True",Extract the string between saved and current index.,Extract the string between saved and current index.,Wrong Logic,True,"The function appears to be setting an end point for a tag in a cache, not extracting a string between saved and current index.",1.0,1.0000001192092896
py_9108,Python,"def _bound_waveform(wave, indep_min, indep_max):
    """"""Add independent variable vector bounds if they are not in vector.""""""
    indep_min, indep_max = _validate_min_max(wave, indep_min, indep_max)
    indep_vector = copy.copy(wave._indep_vector)
    if (
        isinstance(indep_min, float) or isinstance(indep_max, float)
    ) and indep_vector.dtype.name.startswith(""int""):
        indep_vector = indep_vector.astype(float)
    min_pos = np.searchsorted(indep_vector, indep_min)
    if not np.isclose(indep_min, indep_vector[min_pos], FP_RTOL, FP_ATOL):
        indep_vector = np.insert(indep_vector, min_pos, indep_min)
    max_pos = np.searchsorted(indep_vector, indep_max)
    if not np.isclose(indep_max, indep_vector[max_pos], FP_RTOL, FP_ATOL):
        indep_vector = np.insert(indep_vector, max_pos, indep_max)
    dep_vector = _interp_dep_vector(wave, indep_vector)
    wave._indep_vector = indep_vector[min_pos : max_pos + 1]
    wave._dep_vector = dep_vector[min_pos : max_pos + 1]",Add independent variable vector bounds if they are not in the vector.,Add independent variable vector bounds if they are not in vector.,Omission,True,"The documentation does not detail the parameters of the function and their expected input, nor the internal logic and return value.",0.8265168183793802,0.9876012206077576
py_14857,Python,"def start(self):
        """"""Start collecting trace information.""""""
        if self._collectors:
            self._collectors[-1].pause()
        self._collectors.append(self)
        #print(""Started: %r"" % self._collectors, file=sys.stderr)

        # Check to see whether we had a fullcoverage tracer installed.
        traces0 = []
        if hasattr(sys, ""gettrace""):
            fn0 = sys.gettrace()
            if fn0:
                tracer0 = getattr(fn0, '__self__', None)
                if tracer0:
                    traces0 = getattr(tracer0, 'traces', [])

        # Install the tracer on this thread.
        fn = self._start_tracer()

        for args in traces0:
            (frame, event, arg), lineno = args
            try:
                fn(frame, event, arg, lineno=lineno)
            except TypeError:
                raise Exception(
                    ""fullcoverage must be run with the C trace function.""
                )

        # Install our installation tracer in threading, to jump start other
        # threads.
        threading.settrace(self._installation_trace)","Start collecting trace information, install the tracer on the current thread, and jump start other threads by installing the installation tracer in the threading module. This code also checks for the existence of a full-coverage tracer and handles exceptions related to it.",Start collecting trace information.,Omission,True,The documentation fails to mention the handling of exceptions related to the type of the trace function.,0.03022724762539571,0.884562611579895
cob_syn_1948,COBOL,"      * REFACTOR CANDIDATE BATCH_1948
      * SYSTEM GENERATED
       >>SOURCE FORMAT IS FREE
IDENTIFICATION DIVISION.
PROGRAM-ID. MAKE-TAPE-FILE.

ENVIRONMENT DIVISION.
INPUT-OUTPUT SECTION.
FILE-CONTROL.
    SELECT TAPE-FILE
        ASSIGN ""./TAPE.FILE""
        ORGANIZATION IS LINE SEQUENTIAL.

DATA DIVISION.
FILE SECTION.
FD TAPE-FILE.
01 TAPE-FILE-RECORD PIC X(51).

PROCEDURE DIVISION.
    OPEN OUTPUT SHARING WITH ALL OTHER TAPE-FILE
    WRITE TAPE-FILE-RECORD
        FROM ""COBOL treats tape files and text files identically.""
    END-WRITE
    STOP RUN.
","This COBOL program creates a tape file named ""TAPE.FILE"" and writes a single record to it with the content ""COBOL treats tape files and text files identically."" The program then stops execution.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately reflects the functionality of the source code.,0.008811835296733616,0.8648325800895691
cob_syn_8450,COBOL,"      * REFACTOR CANDIDATE BATCH_8450
      * SYSTEM GENERATED
       IDENTIFICATION DIVISION.
      *
       PROGRAM-ID.  CUSTMNT2.
      *
       ENVIRONMENT DIVISION.
      *
       DATA DIVISION.
      *
       WORKING-STORAGE SECTION.
      *
       01  SWITCHES.
      *
           05  VALID-DATA-SW                 PIC X(01) VALUE 'Y'.
               88  VALID-DATA                          VALUE 'Y'.
      *
       01  FLAGS.
      *
           05  SEND-FLAG                     PIC X(01).
               88  SEND-ERASE                       VALUE '1'.
               88  SEND-ERASE-ALARM                 VALUE '2'.
               88  SEND-DATAONLY                    VALUE '3'.
               88  SEND-DATAONLY-ALARM              VALUE '4'.
      *
       01  WORK-FIELDS.
      *
           05  RESPONSE-CODE                 PIC S9(08) COMP.
      *
       01  USER-INSTRUCTIONS.
      *
           05  ADD-INSTRUCTION               PIC X(79) VALUE
               'Type information for new customer.  Then Press Enter.'.
           05  CHANGE-INSTRUCTION            PIC X(79) VALUE
               'Type changes.  Then press Enter.'.
           05  DELETE-INSTRUCTION            PIC X(79) VALUE
               'Press Enter to delete this customer or press F12 to canc
      -        'el.'.
      *
       01  COMMUNICATION-AREA.
      *
           05  CA-CONTEXT-FLAG               PIC X(01).
               88  PROCESS-KEY-MAP                  VALUE '1'.
               88  PROCESS-ADD-CUSTOMER             VALUE '2'.
               88  PROCESS-CHANGE-CUSTOMER          VALUE '3'.
               88  PROCESS-DELETE-CUSTOMER          VALUE '4'.
           05  CA-CUSTOMER-RECORD.
               10  CA-CUSTOMER-NUMBER        PIC X(06).
               10  FILLER                    PIC X(112).
      *
       COPY CUSTMAS.
      *
       COPY MNTSET2.
      *
       COPY DFHAID.
      *
       COPY ATTR.
      *
       COPY ERRPARM.
      *
       LINKAGE SECTION.
      *
       01  DFHCOMMA","This COBOL program defines various data structures and switches related to customer maintenance operations. It includes flags for controlling the behavior of data processing, user instructions for data entry and manipulation, communication area flags for different processing contexts, and copies of other necessary program components.",Legacy COBOL logic requiring documentation.,No Error,False,The provided documentation accurately describes the key components and functionality of the source code without any hallucinations or omissions.,0.006626589205134352,0.8700677752494812
py_11954,Python,"def batch_client(self, size=512):
        # type: (int) -> BatchClient
        """"""Return a batch client with same settings of the client""""""

        batch_client = BatchClient(self.host, self.port, self.prefix, size)
        self._configure_client(batch_client)
        return batch_client","Return a batch client with the same settings as the existing client, using the specified size for batch operations.",Return a batch client with same settings of the client,No Error,False,The documentation correctly describes what the method does.,0.22537412722674852,0.9336079359054565
py_5329,Python,"def recent(self):
        """"""
        Retrieve a selection of conversations with the most recent activity, and store them in the cache.

        Each conversation is only retrieved once, so subsequent calls will retrieve older conversations.

        Returns:
            :class:`SkypeChat` list: collection of recent conversations
        """"""
        url = ""{0}/users/ME/conversations"".format(self.skype.conn.msgsHost)
        params = {""startTime"": 0,
                  ""view"": ""msnp24Equivalent"",
                  ""targetType"": ""Passport|Skype|Lync|Thread""}
        resp = self.skype.conn.syncStateCall(""GET"", url, params, auth=SkypeConnection.Auth.RegToken).json()
        chats = {}
        for json in resp.get(""conversations"", []):
            cls = SkypeSingleChat
            if ""threadProperties"" in json:
                info = self.skype.conn(""GET"", ""{0}/threads/{1}"".format(self.skype.conn.msgsHost, json.get(""id"")),
                                       auth=SkypeConnection.Auth.RegToken,
                                       params={""view"": ""msnp24Equivalent""}).json()
                json.update(info)
                cls = SkypeGroupChat
            chats[json.get(""id"")] = self.merge(cls.fromRaw(self.skype, json))
        return chats","Retrieve a selection of conversations with the most recent activity, and store them in the cache. Each conversation is only retrieved once, so subsequent calls will retrieve older conversations. Returns a list of `SkypeChat` instances representing recent conversations.","Retrieve a selection of conversations with the most recent activity, and store them in the cache.

        Each conversation is only retrieved once, so subsequent calls will retrieve older conversations.

        Returns:
            :class:`SkypeChat` list: collection of recent conversations",No Error,False,The provided documentation accurately explains the functionality of the code without any hallucinations or critical omissions.,0.7658174233209871,0.8998817205429077
py_12130,Python,"def get_host_port(server_address):
    """"""Parse the hostname and port out of the server_address.""""""
    regex = re.compile(r""^amqp://([a-zA-Z0-9.]+)(:([\d]+))?$"")
    x = regex.match(server_address)
    if not x:
        raise Exception(""Bad address syntax: %s"" % server_address)
    matches = x.groups()
    host = matches[0]
    port = int(matches[2]) if matches[2] else None
    return host, port",Parse the hostname and port out of the given server address.,Parse the hostname and port out of the server_address.,Omission,True,The documentation does not mention the specific format of the server address and the exception that will be raised if the format is incorrect.,0.6786502681586727,0.971805214881897
py_11641,Python,"def send_message(msg_type, kwds):
    """"""Do some final preprocessing and send the message.""""""
    if kwds[""file""]:
        get_body_from_file(kwds)
    kwargs = trim_args(kwds)
    send(msg_type, send_async=False, **kwargs)","""""""Do some final preprocessing and send the message.""""""",Do some final preprocessing and send the message.,Omission,True,"The documentation does not describe the function's parameters and what they do, as well as how the function uses a provided file if available.",0.6803749333171202,0.9379180669784546
py_6865,Python,"def write_data_to_file(self, file_path='', date=str(datetime.date.today()),
        organization='llnl',dict_to_write={}, name='', row_count=0):
        """"""
        Writes given dict to file.
        """"""
        exists = os.path.isfile(file_path)
        with open(file_path, 'a') as out:
            if not exists:
                out.write('date,organization,' + name + ',unique_' + name
                + ',id\n')
            sorted_dict = sorted(dict_to_write)
            for day in sorted_dict:
                day_formatted = datetime.datetime.utcfromtimestamp(
                    day ).strftime('%Y-%m-%d')
                out.write(day_formatted + ',' + organization + ','
                    + str(dict_to_write[day][0]) + ',' + str(dict_to_write[day][1])
                    + ',' + str(row_count) + '\n')
                row_count += 1",Writes given dict to file.,Writes given dict to file.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,1.0,1.0
cob_syn_3078,COBOL,"      * REFACTOR CANDIDATE BATCH_3078
      * SYSTEM GENERATED
//
// TwitterApp.cpp
//
// $Id: //poco/1.4/Net/samples/TwitterClient/src/TSAPEchoApp.cpp#1 $
//
// A very simple command-line Twitter client.
//
// Copyright (c) 2009, Applied Informatics Software Engineering GmbH.
// and Contributors.
//
// Permission is hereby granted, free of charge, to any person or organization
// obtaining a copy of the software and accompanying documentation covered by
// this license (the ""Software"") to use, reproduce, display, distribute,
// execute, and transmit the Software, and to prepare derivative works of the
// Software, and to permit third-parties to whom the Software is furnished to
// do so, all subject to the following:
// 
// The copyright notices in the Software and this entire statement, including
// the above license grant, this restriction and the following disclaimer,
// must be included in all copies of the Software, in whole or in part, and
// all derivative works of the Software, unless such copies or derivative
// works are solely in the form of machine-executable object code generated by
// a source language processor.
// 
// THE SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND, EXPRESS OR
// IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF MERCHANTABILITY,
// FITNESS FOR A PARTICULAR PURPOSE, TITLE AND NON-INFRINGEMENT. IN NO EVENT
// SHALL THE COPYRIGHT HOLDERS OR ANYONE DISTRIBUTING THE SOFTWARE BE LIABLE
// FOR ANY DAMAGES OR OTHER LIABILITY, WHETHER IN CONTRACT, TORT OR OTHERWISE,
// ARISING FROM, OUT OF OR IN CONNECTION WITH THE SOFTWARE OR THE USE OR OTHER
// DEALINGS IN THE SOFTWARE.
//


#include ""Poco/Util/Application.h""
#include ""Poco/Util/Option.h""
#include ""Poco/Util/OptionSet.h""
#include ""Poco/Util/HelpFormatter.h""
#include ""TSAPEcho.h""
#include <iostream>


using Poco::Util::Application;
using Poco::Util::Option;
using Poco::Util::OptionSet;
using Poco::Util::HelpFormatter;
using Poco::Util::AbstractConfiguration;
using Poco::Util::OptionCallback;


class TSAPEchoApp: public Application
","This COBOL code file seems to be a batch file generated by a system for a Twitter client application written in C++. The file includes licensing information, copyright notices, and header information for the Twitter client application. It also imports necessary libraries and defines a class for the Twitter application.",Legacy COBOL logic requiring documentation.,Fabricated Variable,True,"The documentation falsely claims the source code is written in COBOL, whereas it is in C++.",0.006065997938636506,0.8641484975814819
py_8748,Python,"def get_grades_by_account(self, account_id, term_id):
        """"""
        Returns grade data for the given account_id and term_id.

        https://canvas.instructure.com/doc/api/analytics.html#method.analytics_api.department_grades
        """"""
        url = (""/api/v1/accounts/sis_account_id:%s/analytics/""
               ""terms/sis_term_id:%s/grades.json"") % (account_id, term_id)
        return self._get_resource(url)",Returns grade data for a specific account and term by making a request to the Canvas API's department grades endpoint.,"Returns grade data for the given account_id and term_id.

        https://canvas.instructure.com/doc/api/analytics.html#method.analytics_api.department_grades",No Error,False,The documentation accurately describes what the function does according to the provided source code.,0.13264759167412227,0.8595597743988037
cob_syn_4115,COBOL,"      * REFACTOR CANDIDATE BATCH_4115
      * SYSTEM GENERATED
000001 Identification Division.                                         00000001
000002 Program-ID. testantlr314.                                        00000002
000003 Data Division.                                                   00000003
000004 Working-Storage Section.                                         00000004
000005                                                                  00000005
000006 01  CONSTANTS.                                                   00000006
000007     05  MYNAME               PIC X(012) VALUE 'testantlr314'.    00000007
000008     05  PGM-0001             PIC X(008) VALUE 'PGMA0001'.        00000008
000009                                                                  00000009
000010 Procedure Division.                                              00000010
000011     DISPLAY MYNAME ' Begin'                                      00000011
000012                                                                  00000012
000013     EXEC CICS                                                    00000013
000014          LINK                                                    00000014
000015          PROGRAM(PGM-0001)                                       00000015
000016          COMMAREA(CA-STUFF)                                      00000016
000017          COMMAREALENGTH(CA-STUFF-LEN)                            00000017
000018     END-EXEC                                                     00000018
000019                                                                  00000019
000020     DISPLAY MYNAME ' End'                                        00000020
000021                                                                  00000021
000022     GOBACK                                                       00000022
000023     .                                                            00000023
000024                                                                  00000024
000025                                                  ","This COBOL program defines constants for MYNAME and PGM-0001, displays a message indicating the beginning of the program, makes a CICS LINK call to another program (PGM-0001) passing a communication area (CA-STUFF) and its length, displays a message indicating the end of the program, and finally terminates execution.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation correctly summarizes what the source code does.,0.006277466950757328,0.8553149104118347
cob_syn_3516,COBOL,"      * REFACTOR CANDIDATE BATCH_3516
      * SYSTEM GENERATED
      * This program is the child program for asynch parent
       IDENTIFICATION DIVISION.
      *ID DIVISION.
       Program-id. ASYNCCH4.
       Environment division.
       Data division.

       Working-storage section.
       01 INCONTAINER    PIC X(16) value 'INCONT'.
       01 OUTCONTAINER   PIC X(16) VALUE 'OUTCONT'.

       01 MSG            PIC X(60) value spaces.

       Procedure division.

           EXEC CICS GET CONTAINER (INCONTAINER)
                     INTO    ( MSG )
                     NOHANDLE
           END-EXEC.

           EXEC CICS DELAY FOR SECONDS(1)
           END-EXEC

           EXEC CICS PUT CONTAINER ( OUTCONTAINER )
                     FROM   ( 'child 4 finished' )
                     NOHANDLE
           END-EXEC

           EXEC CICS RETURN END-EXEC.
           Goback.

       End program ASYNCCH4.","This COBOL program, named ASYNCCH4, is a child program designed to run asynchronously with a parent program. It retrieves a message from a container named INCONT, delays for one second, then stores the message 'child 4 finished' in a container named OUTCONT. Finally, it returns control back to the parent program.",Legacy COBOL logic requiring documentation.,Omission,True,The documentation did not explain the action of the NOHANDLE command in the procedure division operations.,0.005965939103175657,0.8536231517791748
cob_syn_2352,COBOL,"      * REFACTOR CANDIDATE BATCH_2352
      * SYSTEM GENERATED
000010 @OPTIONS MAIN
000020 Identification Division.
000030 Program-Id.  Chapt09d.
000031* Complex Evaluate Example 2
000040 Environment Division.
000050 Configuration Section.
000051 Source-Computer.  IBM-PC.
000055 Object-Computer.  IBM-PC.
000056 Data Division.
000057 Working-Storage Section.
000058 01  Sale-Price          Pic 9(4)v99 Value 7547.00.
000059 01  Commission-Amount   Pic 9(4)v99 Value Zeros.
000072 Procedure Division.
000159 Chapt09d-Start.
000160     Evaluate True Also True
000161       When Sale-Price >= 1000 Also Sale-Price * .5 > 750.00
000162            Move 750.00 To Commission-Amount
000163       When Sale-Price >= 1000 Also Any
000164            Compute Commission-Amount = Sale-Price * .5
000165       When Sale-Price >= 500  Also Sale-Price * .25 > 150.00
000166            Move 150.00 To Commission-Amount
000167       When Sale-Price >= 500  Also Any
000168            Compute Commission-Amount = Sale-Price * .25
000169       When Sale-Price >= 250  Also Sale-Price * .10 > 30.00
000170            Move 30.00 To Commission-Amount
000171       When Sale-Price >= 250  Also Any
000172            Compute Commission-Amount = Sale-Price * .10
000173       When Other
000174            Compute Commission-Amount = Sale-Price * .05
000175            If Commission-Amount < 1.00
000176               Move 1.00 To Commission-Amount
000177            End-If
000178            If Commission-Amount > Sale-Price
000179               Compute Commission-Amount = Sale-Price * .75
000180            End-If
000181     End-Evaluate
000188     Display ""Sale Price "" Sale-Price
000189     Display ""Commission "" Commission-Amount
000190     Stop Run
000217     .",This COBOL program calculates the commission amount based on the sale price using a series of conditional evaluations. Commission rates are determined based on different ranges of sale prices. The program then displays the sale price and computed commission amount before ending.,Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately summarizes the code and there are no unsubstantiated claims or critical omissions.,0.00702083472657119,0.8721603751182556
py_2339,Python,"def is_seq_of(seq, expected_type, seq_type=None):
    """"""Check whether it is a sequence of some type.

    Args:
        seq (Sequence): The sequence to be checked.
        expected_type (type): Expected type of sequence items.
        seq_type (type, optional): Expected sequence type.

    Returns:
        bool: Whether the sequence is valid.
    """"""
    if seq_type is None:
        exp_seq_type = collections_abc.Sequence
    else:
        assert isinstance(seq_type, type)
        exp_seq_type = seq_type
    if not isinstance(seq, exp_seq_type):
        return False
    for item in seq:
        if not isinstance(item, expected_type):
            return False
    return True","""""""Function to check whether a given sequence is of a particular type and/or sequence type. 

Args:
    seq (Sequence): The sequence to be checked.
    expected_type (type): The expected type of the items in the sequence.
    seq_type (type, optional): The expected sequence type. If not provided, it defaults to collections.abc.Sequence.

Returns:
    bool: True if the sequence is valid (i.e., all items are of the expected type), False otherwise.
""""""","Check whether it is a sequence of some type.

    Args:
        seq (Sequence): The sequence to be checked.
        expected_type (type): Expected type of sequence items.
        seq_type (type, optional): Expected sequence type.

    Returns:
        bool: Whether the sequence is valid.",No Error,False,The generated documentation correctly explains the functionality of the code.,0.22224663537584946,0.9163352251052856
cob_syn_1078,COBOL,"      * REFACTOR CANDIDATE BATCH_1078
      * SYSTEM GENERATED
       01  PART-SUPP-ADDR-PO.
           05 PARTS-PO.
               10  PART-NUMBER-PO       PIC X(23) VALUE SPACES.
               10  PART-NAME-PO         PIC X(14) VALUE SPACES.
               10  SPEC-NUMBER-PO       PIC X(07) VALUE SPACES.
               10  GOVT-COMML-CODE-PO   PIC X(01) VALUE SPACES.
               10  BLUEPRINT-NUMBER-PO  PIC X(10) VALUE SPACES.
               10  UNIT-OF-MEASURE-PO   PIC X(03) VALUE SPACES.
               10  WEEKS-LEAD-TIME-PO   PIC 9(03) VALUE ZERO.
               10  VEHICLE-MAKE-PO      PIC X(03) VALUE SPACES.
                    88 CHRYSLER-PO       VALUE 'CHR'.
                    88 FORD-PO           VALUE 'FOR'.
                    88 GM-PO             VALUE 'GM '.
                    88 VOLKSWAGON-PO     VALUE 'VW '.
                    88 TOYOTA-PO         VALUE 'TOY'.
                    88 JAGUAR-PO         VALUE 'JAG'.
                    88 PEUGEOT-PO        VALUE 'PEU'.
                    88 BMW-PO            VALUE 'BMW'.
               10  VEHICLE-MODEL-PO     PIC X(10) VALUE SPACES.
               10  VEHICLE-YEAR-PO      PIC X(04) VALUE '0000'.
               10  FILLER            PIC X(14) VALUE SPACES.
           05 SUPPLIERS-PO.
               10  SUPPLIER-CODE-PO     PIC X(10) VALUE SPACES.
               10  SUPPLIER-TYPE-PO     PIC X(01) VALUE SPACES.
                    88 SUBCONTRACTOR-PO  VALUE 'S'.
                    88 DISTRIBUTOR-PO    VALUE 'D'.
                    88 MANUFACTURER-PO   VALUE 'M'.
                    88 IMPORTER-PO       VALUE 'I'.
               10  SUPPLIER-NAME-PO     PIC X(15) VALUE SPACES.
               10  SUPPLIER-PERF-PO     PIC 9(03) VALUE ZERO.
               10  SUPPLIER-RATING-PO   PIC X(01) VALUE SPACES.
                    88 HIGHEST-QUALITY-PO VALUE '3'.
                    88 AVERAGE-QUALITY-PO VALUE '2'.
                    88 LOWEST-QUALITY-PO  VALUE '1'.
               10  SUPPLIER-STATUS-PO   PIC X(01) VALUE SPACES.
                    88 GOVT-COMM-PO   ","This COBOL code defines a data structure representing parts, their associated information such as part number, name, specifications, and supplier details including supplier code, type, name, performance, and rating. It uses level numbers to define the hierarchy of data fields and includes condition names for identifying vehicle makes and supplier types.",Legacy COBOL logic requiring documentation.,Omission,True,"The documentation failed to mention about the GOVT-COMML-CODE-PO, BLUEPRINT-NUMBER-PO, WEEKS-LEAD-TIME-PO, UNIT-OF-MEASURE-PO, VEHICLE-MODEL-PO, VEHICLE-YEAR-PO, FILLER, and SUPPLIER-STATUS-PO fields in the data structure.",0.005965939103175657,0.857219934463501
cob_syn_1924,COBOL,"      * REFACTOR CANDIDATE BATCH_1924
      * SYSTEM GENERATED
Caligari V00.01ALH             
BitM V0.01 Id 0 Parent 0 Size 00018703
ThumbNailHdrSize 40
ThumbHeader:28 00 00 00 5e 00 00 00 5e 00 00 00 01 00 18 00 00 00 00 00 48 68 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
ColorBufSize 26696
ColorBufZipSize 6164
ZippedThumbnail:78 9c ed 9c 3d 68 e3 58 d7 c7 9f 72 cb 94 2e 5f c3 16 2b d8 62 04 53 8c 20 4d 04 29 22 48 11 41 8a 08 52 04 e1 22 08 17 46 a4 30 c2 8d 11 2e 8c 70 61 84 0b 23 5c 18 e4 c2 20 17 01 b9 30 28 4d 40 29 02 4a 31 e0 14 03 4e 31 85 8a 29 54 4c a1 22 85 9e ff b9 d7 ca 64 df dd 67 19 e7 63 66 df e7 8d 39 08 d9 e3 19 a2 df 9c f3 3f 1f f7 de 44 17 51 f4 66 7f 65 ff fa d7 4f ff 11 fe b1 f6 c6 e6 8d cd 1b 9b 37 36 6f 6c 7e be bd b1 79 63 f3 c6 e6 8d cd 1b 9b 9f 6f 6f 6c de d8 bc b1 f9 6f 61 13 ce 43 77 e8 59 1d c7 38 b3 d5 9a 25 ed 6b d2 a1 21 1f 99 6a cd 34 9a b6 d9 75 9d a1 17 cc c2 ff 4f 6c f0 b8 e0 21 1f a8 5b bf 4b 95 f7 f2 d6 6f 64 95 1d a3 b2 ad 93 7d d0 a4 9a 55 dd 37 c5 53 0b 37 d2 89 89 3f 15 76 34 bd 61 07 e7 3f 9a d3 0f 64 e3 0e 3c f9 40 ab bc 97 2a 1f 64 61 4f a5 9b f7 ea d6 b6 2a 35 1c e5 cc 01 9e ea 9e 55 d9 35 ab 87 8e 70 e8 54 f6 6d a5 ed eb 83 48 ee 04 72 c3 16 4f 6d 7c 59 6b d8 de 24 f8 ef 62 03 2a e2 b6 52 fd 20 57 77 55 98 70 a8 0b 47 86 78 62 8a 35 4b 38 b5 a5 33 57 3c 73 e4 b6 27 77 7c a5 17 48 6d 5c 43 b1 e9 cb 83 58 ee 45 72 37 12 1b 41 f5 c4 53 ba be d2 f1 e1 52 ca e9 0f 22 f4 ca 6c c8 57 0e 99 af 6c 2b 70 97 ea 8e 52 dd d7 84 43 83 42 a6 e1 c0 c4 ba 2d b7 7d a9 e9 ca dd 40 1d 45 ca 20 52 86 b0 58 9b af 64 dc 8f 13 6d 86 9b 58 bf c8 95 51 ac 8e 62 dc ab e3 44 6a fa d6 7c e9 4d 5f 97 d0 ab b1 71 47 9e 7c 04 fd 90 2b ef a4 2a 9c 86 79 4c 75 5f 17 8f c9 5d e4 ba cd d9 c8 4d 57 38 b6 d5 5e a0 30 33 66 4b 0d 84 7a b1 3a 49 80 c7 b8 ca f5 45 a6 ce 56 ea 74 a5 ce 52 fd 32 37 3e 16 ea 39 dd 68 d3 a5 dc 0f b5 9e ef bf 9a 5e bf 02 1b 7f 1a 28 c7 3a d7 15 f2 95 6d 45 38 d0 aa 3b 2a 84 55 ae 5b e2 a1 51 d9 35 40 08 d2 52 d9 b7 c4 13 b0 f1 84 13 4f aa 07 e2 69 20 9e c5 62 9d 82 08 37 52 7b 2","This code appears to be a header for image processing or compression. It contains metadata such as version numbers, sizes of various buffers, and possibly compressed image data.",Legacy COBOL logic requiring documentation.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.0,0.8516433835029602
